date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:47:05	24934/24934	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:32:22%20GMT	https://www.computerhope.com/tips/wintips.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/wintips.html	(from https://www.computerhope.com/tips/)
22:47:05	12451/12451	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:32:22%20GMT	https://www.computerhope.com/tips/wordtips.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/wordtips.html	(from https://www.computerhope.com/tips/)
22:47:05	10622/10622	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:31:30%20GMT	https://www.computerhope.com/tips/msdos.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/msdos.html	(from https://www.computerhope.com/tips/)
22:47:06	10268/10268	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:31:31%20GMT	https://www.computerhope.com/tips/software.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/software.html	(from https://www.computerhope.com/tips/)
22:47:06	10181/10181	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:31:29%20GMT	https://www.computerhope.com/tips/hardware.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/hardware.html	(from https://www.computerhope.com/tips/)
22:47:06	17363/17363	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:32:16%20GMT	https://www.computerhope.com/tips/tip79.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/tip79.html	(from https://www.computerhope.com/tips/)
22:47:07	11163/11163	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:31:54%20GMT	https://www.computerhope.com/tips/tip196.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/tip196.html	(from https://www.computerhope.com/tips/)
22:47:07	12605/12605	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:31:59%20GMT	https://www.computerhope.com/tips/tip216.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/tip216.html	(from https://www.computerhope.com/tips/)
22:47:07	14244/14244	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:32:09%20GMT	https://www.computerhope.com/tips/tip5.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/tip5.html	(from https://www.computerhope.com/tips/)
22:47:07	11462/11462	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:31:32%20GMT	https://www.computerhope.com/tips/tip101.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/tip101.html	(from https://www.computerhope.com/tips/)
22:47:08	12858/12858	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:31:56%20GMT	https://www.computerhope.com/tips/tip201.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/tip201.html	(from https://www.computerhope.com/tips/)
22:47:08	9496/9496	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:31:39%20GMT	https://www.computerhope.com/tips/tip132.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/tip132.html	(from https://www.computerhope.com/tips/)
22:47:08	9841/9841	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:31:57%20GMT	https://www.computerhope.com/tips/tip208.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/tip208.html	(from https://www.computerhope.com/tips/)
22:47:09	10900/10900	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:31:56%20GMT	https://www.computerhope.com/tips/tip202.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/tip202.html	(from https://www.computerhope.com/tips/)
22:47:09	9734/9734	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:31:58%20GMT	https://www.computerhope.com/tips/tip210.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/tip210.html	(from https://www.computerhope.com/tips/)
22:47:09	15136/15136	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:32:21%20GMT	https://www.computerhope.com/tips/toptips.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/toptips.html	(from https://www.computerhope.com/tips/)
22:47:10	7250/7250	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Feb%202020%2017:17:09%20GMT	https://www.computerhope.com/cgi-bin/feedback.cgi?yes	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/cgi-bin/feedbacka610.html	(from https://www.computerhope.com/tips/)
22:47:11	9764/9764	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Feb%202020%2017:17:10%20GMT	https://www.computerhope.com/cgi-bin/feedback.cgi?no	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/cgi-bin/feedback7fa3.html	(from https://www.computerhope.com/tips/)
22:47:11	25872/25872	---M--	200	added ('OK')	image/jpeg	date:Sat,%2007%20Mar%202015%2021:17:22%20GMT	https://www.computerhope.com/cdn/dictionary.jpg	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/cdn/dictionary.jpg	(from https://www.computerhope.com/jargon.htm)
22:47:11	57662/57662	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:11%20GMT	https://www.computerhope.com/jargon/jnum.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/jnum.html	(from https://www.computerhope.com/jargon.htm)
22:47:12	90884/90884	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:04%20GMT	https://www.computerhope.com/jargon/ja.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/ja.html	(from https://www.computerhope.com/jargon.htm)
22:47:12	63454/63454	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:04%20GMT	https://www.computerhope.com/jargon/jb.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/jb.html	(from https://www.computerhope.com/jargon.htm)
22:47:12	109251/109251	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:05%20GMT	https://www.computerhope.com/jargon/jc.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/jc.html	(from https://www.computerhope.com/jargon.htm)
22:47:13	81448/81448	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:05%20GMT	https://www.computerhope.com/jargon/jd.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/jd.html	(from https://www.computerhope.com/jargon.htm)
22:47:13	54579/54579	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:06%20GMT	https://www.computerhope.com/jargon/je.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/je.html	(from https://www.computerhope.com/jargon.htm)
22:47:13	62155/62155	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:06%20GMT	https://www.computerhope.com/jargon/jf.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/jf.html	(from https://www.computerhope.com/jargon.htm)
22:47:13	52521/52521	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:07%20GMT	https://www.computerhope.com/jargon/jg.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/jg.html	(from https://www.computerhope.com/jargon.htm)
22:47:14	61539/61539	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:07%20GMT	https://www.computerhope.com/jargon/jh.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/jh.html	(from https://www.computerhope.com/jargon.htm)
22:47:14	71636/71636	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:08%20GMT	https://www.computerhope.com/jargon/ji.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/ji.html	(from https://www.computerhope.com/jargon.htm)
22:47:14	22294/22294	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:08%20GMT	https://www.computerhope.com/jargon/jj.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/jj.html	(from https://www.computerhope.com/jargon.htm)
22:47:15	23380/23380	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:09%20GMT	https://www.computerhope.com/jargon/jk.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/jk.html	(from https://www.computerhope.com/jargon.htm)
22:47:15	48721/48721	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:09%20GMT	https://www.computerhope.com/jargon/jl.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/jl.html	(from https://www.computerhope.com/jargon.htm)
22:47:15	80441/80441	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:10%20GMT	https://www.computerhope.com/jargon/jm.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/jm.html	(from https://www.computerhope.com/jargon.htm)
22:47:15	48374/48374	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:10%20GMT	https://www.computerhope.com/jargon/jn.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/jn.html	(from https://www.computerhope.com/jargon.htm)
22:47:16	41638/41638	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:11%20GMT	https://www.computerhope.com/jargon/jo.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/jo.html	(from https://www.computerhope.com/jargon.htm)
22:47:16	91846/91846	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:12%20GMT	https://www.computerhope.com/jargon/jp.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/jp.html	(from https://www.computerhope.com/jargon.htm)
22:47:16	19653/19653	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:12%20GMT	https://www.computerhope.com/jargon/jq.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/jq.html	(from https://www.computerhope.com/jargon.htm)
22:47:17	59889/59889	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202020%2017:49:57%20GMT	https://www.computerhope.com/jargon/jr.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/jr.html	(from https://www.computerhope.com/jargon.htm)
22:47:17	117293/117293	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:13%20GMT	https://www.computerhope.com/jargon/js.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/js.html	(from https://www.computerhope.com/jargon.htm)
22:47:17	59420/59420	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:14%20GMT	https://www.computerhope.com/jargon/jt.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/jt.html	(from https://www.computerhope.com/jargon.htm)
22:47:18	33714/33714	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:14%20GMT	https://www.computerhope.com/jargon/ju.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/ju.html	(from https://www.computerhope.com/jargon.htm)
22:47:18	41098/41098	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:14%20GMT	https://www.computerhope.com/jargon/jv.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/jv.html	(from https://www.computerhope.com/jargon.htm)
22:47:18	60131/60131	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:15%20GMT	https://www.computerhope.com/jargon/jw.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/jw.html	(from https://www.computerhope.com/jargon.htm)
22:47:18	19301/19301	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:15%20GMT	https://www.computerhope.com/jargon/jx.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/jx.html	(from https://www.computerhope.com/jargon.htm)
22:47:19	18336/18336	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:15%20GMT	https://www.computerhope.com/jargon/jy.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/jy.html	(from https://www.computerhope.com/jargon.htm)
22:47:19	19898/19898	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:16%20GMT	https://www.computerhope.com/jargon/jz.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/jz.html	(from https://www.computerhope.com/jargon.htm)
22:47:20	6743/6743	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Feb%202020%2017:17:19%20GMT	https://www.computerhope.com/cgi-bin/check.cgi	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/cgi-bin/check.html	(from https://www.computerhope.com/jargon.htm)
22:47:20	35622/35622	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:21:03%20GMT	https://www.computerhope.com/issues/ch001847.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/issues/ch001847.html	(from https://www.computerhope.com/jargon.htm)
22:47:20	126740/126740	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:21:57%20GMT	https://www.computerhope.com/jargon/acronyms.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/acronyms.html	(from https://www.computerhope.com/jargon.htm)
22:47:21	20779/20779	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:21:58%20GMT	https://www.computerhope.com/jargon/apple.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/apple.html	(from https://www.computerhope.com/jargon.htm)
22:47:21	15834/15834	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:21:57%20GMT	https://www.computerhope.com/jargon/ai.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/ai.html	(from https://www.computerhope.com/jargon.htm)
22:47:21	14292/14292	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:21:58%20GMT	https://www.computerhope.com/jargon/battery.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/battery.html	(from https://www.computerhope.com/jargon.htm)
22:47:21	29010/29010	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:21:58%20GMT	https://www.computerhope.com/jargon/business.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/business.html	(from https://www.computerhope.com/jargon.htm)
22:47:21	16712/16712	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:21:58%20GMT	https://www.computerhope.com/jargon/camera.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/camera.html	(from https://www.computerhope.com/jargon.htm)
22:47:22	19518/19518	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:21:59%20GMT	https://www.computerhope.com/jargon/cd.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/cd.html	(from https://www.computerhope.com/jargon.htm)
22:47:22	32682/32682	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:21:59%20GMT	https://www.computerhope.com/jargon/cellphone.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/cellphone.html	(from https://www.computerhope.com/jargon.htm)
22:47:22	15103/15103	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:21:59%20GMT	https://www.computerhope.com/jargon/cert.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/cert.html	(from https://www.computerhope.com/jargon.htm)
22:47:22	30131/30131	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:00%20GMT	https://www.computerhope.com/jargon/chat.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/chat.html	(from https://www.computerhope.com/jargon.htm)
22:47:23	15934/15934	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:00%20GMT	https://www.computerhope.com/jargon/color.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/color.html	(from https://www.computerhope.com/jargon.htm)
22:47:23	27484/27484	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:00%20GMT	https://www.computerhope.com/jargon/cpu.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/cpu.html	(from https://www.computerhope.com/jargon.htm)
22:47:24	18015/18015	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:00%20GMT	https://www.computerhope.com/jargon/database.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/database.html	(from https://www.computerhope.com/jargon.htm)
22:47:24	31793/31793	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:53:28%20GMT	https://www.computerhope.com/jargon/num/domains.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/num/domains.html	(from https://www.computerhope.com/jargon.htm)
22:47:24	17987/17987	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:01%20GMT	https://www.computerhope.com/jargon/email.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/email.html	(from https://www.computerhope.com/jargon.htm)
22:47:24	21518/21518	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:01%20GMT	https://www.computerhope.com/jargon/electron.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/electron.html	(from https://www.computerhope.com/jargon.htm)
22:47:25	16767/16767	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:01%20GMT	https://www.computerhope.com/jargon/floppy.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/floppy.html	(from https://www.computerhope.com/jargon.htm)
22:47:25	31403/31403	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:02%20GMT	https://www.computerhope.com/jargon/game.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/game.html	(from https://www.computerhope.com/jargon.htm)
22:47:25	25641/25641	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:02%20GMT	https://www.computerhope.com/jargon/hdd.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/hdd.html	(from https://www.computerhope.com/jargon.htm)
22:47:26	60213/60213	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:02%20GMT	https://www.computerhope.com/jargon/hardware.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/hardware.html	(from https://www.computerhope.com/jargon.htm)
22:47:26	45566/45566	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:03%20GMT	https://www.computerhope.com/jargon/internet.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/internet.html	(from https://www.computerhope.com/jargon.htm)
22:47:26	26190/26190	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:16%20GMT	https://www.computerhope.com/jargon/keyboard.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/keyboard.html	(from https://www.computerhope.com/jargon.htm)
22:47:26	17852/17852	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:50:48%20GMT	https://www.computerhope.com/jargon/m/measure.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/m/measure.html	(from https://www.computerhope.com/jargon.htm)
22:47:27	22935/22935	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:17%20GMT	https://www.computerhope.com/jargon/memory.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/memory.html	(from https://www.computerhope.com/jargon.htm)
22:47:27	19244/19244	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:17%20GMT	https://www.computerhope.com/jargon/modem.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/modem.html	(from https://www.computerhope.com/jargon.htm)
22:47:27	19554/19554	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:16%20GMT	https://www.computerhope.com/jargon/mb.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/mb.html	(from https://www.computerhope.com/jargon.htm)
22:47:28	16571/16571	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2009:17:34%20GMT	https://www.computerhope.com/jargon/mouse.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/mouse.html	(from https://www.computerhope.com/jargon.htm)
22:47:28	57002/57002	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:18%20GMT	https://www.computerhope.com/jargon/network.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/network.html	(from https://www.computerhope.com/jargon.htm)
22:47:28	45095/45095	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:18%20GMT	https://www.computerhope.com/jargon/os.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/os.html	(from https://www.computerhope.com/jargon.htm)
22:47:29	20806/20806	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:18%20GMT	https://www.computerhope.com/jargon/power.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/power.html	(from https://www.computerhope.com/jargon.htm)
22:47:29	22966/22966	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:19%20GMT	https://www.computerhope.com/jargon/printer.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/printer.html	(from https://www.computerhope.com/jargon.htm)
22:47:29	49946/49946	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:19%20GMT	https://www.computerhope.com/jargon/program.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/program.html	(from https://www.computerhope.com/jargon.htm)
22:47:30	39861/39861	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:09:55%20GMT	https://www.computerhope.com/vdef.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/vdef.html	(from https://www.computerhope.com/jargon.htm)
22:47:30	24671/24671	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:20%20GMT	https://www.computerhope.com/jargon/seo.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/seo.html	(from https://www.computerhope.com/jargon.htm)
22:47:31	14118/14118	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2009:18:33%20GMT	https://www.computerhope.com/jargon/scanner.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/scanner.html	(from https://www.computerhope.com/jargon.htm)
22:47:31	57800/57800	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:20%20GMT	https://www.computerhope.com/jargon/software.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/software.html	(from https://www.computerhope.com/jargon.htm)
22:47:31	19337/19337	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:20%20GMT	https://www.computerhope.com/jargon/sound.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/sound.html	(from https://www.computerhope.com/jargon.htm)
22:47:31	18077/18077	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:21%20GMT	https://www.computerhope.com/jargon/spreadsheet.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/spreadsheet.html	(from https://www.computerhope.com/jargon.htm)
22:47:32	14445/14445	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:21%20GMT	https://www.computerhope.com/jargon/tape.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/tape.html	(from https://www.computerhope.com/jargon.htm)
22:47:32	20896/20896	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:21%20GMT	https://www.computerhope.com/jargon/typography.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/typography.html	(from https://www.computerhope.com/jargon.htm)
22:47:32	32803/32803	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:21%20GMT	https://www.computerhope.com/jargon/video.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/video.html	(from https://www.computerhope.com/jargon.htm)
22:47:33	31285/31285	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:03%20GMT	https://www.computerhope.com/jargon/html.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/html.html	(from https://www.computerhope.com/jargon.htm)
22:47:33	20909/20909	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:22:22%20GMT	https://www.computerhope.com/jargon/word-processor.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/word-processor.html	(from https://www.computerhope.com/jargon.htm)
22:47:33	15335/15335	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:47:51%20GMT	https://www.computerhope.com/jargon/i/inputdev.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/i/inputdev.html	(from https://www.computerhope.com/jargon.htm)
22:47:33	14035/14035	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:54:08%20GMT	https://www.computerhope.com/jargon/o/outputde.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/o/outputde.html	(from https://www.computerhope.com/jargon.htm)
